user,timestamp,changeset,uid,version,id
R438,2013-12-19T14:15:20Z,19531947,376715,3,1959713
R438,2012-04-30T19:40:28Z,11463702,376715,1,2165636
R438,2012-08-05T08:28:44Z,12617170,376715,1,2331026
R438,2013-10-26T20:05:25Z,18557105,376715,6,2901173
R438,2013-10-26T14:20:11Z,18552078,376715,1,3292620
